36,Emily Ngcobo,Female,61,Ladysmith,KwaZulu-Natal
37,Emily Khumalo,Female,43,Cape Town,Western Cape
38,Lindiwe Ngcobo,Female,56,Centurion,Gauteng
39,David Sithole,Male,22,Sandton,Gauteng
40,Lungelo Moore,Male,34,Vereeniging,Gauteng
41,Thandeka Kunene,Female,27,Umlazi,KwaZulu-Natal
42,Tshepo Miller,Male,65,Johannesburg,Gauteng
43,Samuel Vilakazi,Male,70,Somerset West,Western Cape
44,Lungelo Sithole,Male,70,George,Western Cape
45,Sharon Nkosi,Female,72,Benoni,Gauteng
46,Sharon Williams,Female,48,Sandton,Gauteng
47,Sharon Mahlangu,Female,55,Worcester,Western Cape
48,David Ndlovu,Male,54,Mtubatuba,KwaZulu-Natal
49,Jennifer Taylor,Female,37,Boksburg,Gauteng
50,Lindiwe Williams,Female,72,Pietermaritzburg,KwaZulu-Natal
51,Sandile Smith,Male,18,Midrand,Gauteng
52,David Miller,Male,24,Oudtshoorn,Western Cape
53,Priya Mthembu,Female,51,Johannesburg,Gauteng
54,David Jones,Male,18,Krugersdorp,Gauteng
55,Zanele Johnson,Female,31,Midrand,Gauteng
56,Mpho Mahlangu,Male,53,Pinetown,KwaZulu-Natal
57,Daniel Nkosi,Male,40,Bellville,Western Cape
58,Sipho Sithole,Male,37,Eshowe,KwaZulu-Natal
59,Karabo Mokoena,Male,23,Port Shepstone,KwaZulu-Natal
60,Kabelo Williams,Male,36,Pretoria,Gauteng
61,Nomsa Ntuli,Female,46,Bellville,Western Cape
62,Priya Cele,Female,66,Boksburg,Gauteng
63,Lesedi Brown,Male,51,Stanger,KwaZulu-Natal
64,Bongiwe Mahlangu,Female,67,Cape Town,Western Cape
65,Khanyisile Mkhize,Female,72,Hermanus,Western Cape
66,Bongiwe Ntuli,Female,62,Khayelitsha,Western Cape
67,John Williams,Male,73,Ladysmith,KwaZulu-Natal
68,Sibongile Johnson,Female,33,Boksburg,Gauteng
69,Olivia Khumalo,Female,74,Stellenbosch,Western Cape
70,Lesedi Cele,Male,34,Vredenburg,Western Cape
71,Nobuhle Mnguni,Female,75,Germiston,Gauteng
72,Nokukhanya Wilson,Female,43,Bellville,Western Cape
73,Thandeka Ngcobo,Female,31,Johannesburg,Gauteng
74,Anisha Molefe,Female,46,Somerset West,Western Cape
75,William Patel,Male,25,Pretoria,Gauteng
76,Nkosi Khan,Male,62,Newcastle,KwaZulu-Natal
77,Olivia Majola,Female,26,Somerset West,Western Cape
78,Jennifer Reddy,Female,66,Boksburg,Gauteng
79,Kabelo Mnguni,Male,29,Benoni,Gauteng
80,Fatima Singh,Female,67,Mossel Bay,Western Cape
81,Siyanda Wilson,Male,53,Germiston,Gauteng
82,Hannah Pillay,Female,58,Empangeni,KwaZulu-Natal
83,Zainab Johnson,Female,35,Vereeniging,Gauteng
84,Sibongile Naidoo,Female,62,Worcester,Western Cape
85,Grace Williams,Female,49,Richards Bay,KwaZulu-Natal
86,Ntombi Majola,Female,42,George,Western Cape
87,Daniel Brown,Male,30,Pinetown,KwaZulu-Natal
88,Priya Cele,Female,34,Richards Bay,KwaZulu-Natal
89,Sandile Patel,Male,35,Stellenbosch,Western Cape
90,Olivia Reddy,Female,24,Mitchells Plain,Western Cape
91,Ravi Gumbi,Male,67,Paarl,Western Cape
92,Nandi Mnguni,Female,68,Worcester,Western Cape
93,Aisha Taylor,Female,23,Stellenbosch,Western Cape
94,Nkosi Moore,Male,23,Chatsworth,KwaZulu-Natal
95,Priya Naidoo,Female,33,Stanger,KwaZulu-Natal
96,Nkosi Nkosi,Male,60,Stanger,KwaZulu-Natal
97,Samuel Mokoena,Male,58,Germiston,Gauteng
98,Themba Sithole,Male,23,Somerset West,Western Cape
99,Tshepo Taylor,Male,40,Cape Town,Western Cape
100,Nandi Sithole,Female,68,Umlazi,KwaZulu-Natal
101,Lungelo Naidoo,Male,44,Germiston,Gauteng
102,Themba Majola,Male,53,Midrand,Gauteng
103,Priya Reddy,Female,71,Boksburg,Gauteng
104,Lindiwe Brown,Female,40,Stellenbosch,Western Cape
105,Nomsa Mahlangu,Female,46,Germiston,Gauteng
106,Ravi Wilson,Male,24,Beaufort West,Western Cape
107,Amanda Molefe,Female,65,Randburg,Gauteng
108,Karabo Patel,Male,72,Midrand,Gauteng
109,David Smith,Male,28,Springs,Gauteng
110,Sibongile Smith,Female,24,Paarl,Western Cape
111,Themba Dlamini,Male,47,Alberton,Gauteng
112,Mpho Mahlangu,Male,71,Benoni,Gauteng
113,Nandi Singh,Female,38,Centurion,Gauteng
114,Ravi Taylor,Male,25,Phoenix,KwaZulu-Natal
115,Anisha Reddy,Female,43,Midrand,Gauteng
116,Amanda Nkosi,Female,51,Soweto,Gauteng
117,Zanele Mahlangu,Female,50,Benoni,Gauteng
118,Amanda Ngcobo,Female,66,Mossel Bay,Western Cape
119,Nobuhle Smith,Female,68,Centurion,Gauteng
120,Michael Govender,Male,27,Empangeni,KwaZulu-Natal
121,Vikram Mahlangu,Male,71,Alberton,Gauteng
122,Zainab Khan,Female,31,Beaufort West,Western Cape
123,Maryam Mokoena,Female,71,Khayelitsha,Western Cape
124,Nkosi Sithole,Male,59,Centurion,Gauteng
125,Robert Khan,Male,47,Empangeni,KwaZulu-Natal
126,Vikram Reddy,Male,26,Knysna,Western Cape
127,Thabo Majola,Male,20,Midrand,Gauteng
128,Lesedi Ntuli,Male,75,Benoni,Gauteng
129,Michael Patel,Male,60,Pretoria,Gauteng
130,Fatima Moore,Female,28,Stellenbosch,Western Cape
131,Amanda Khumalo,Female,31,Beaufort West,Western Cape
132,James Smith,Male,64,Beaufort West,Western Cape
133,Samuel Zwane,Male,62,Alberton,Gauteng
134,Olivia Miller,Female,75,Phoenix,KwaZulu-Natal
135,Bongiwe Miller,Female,22,Centurion,Gauteng
136,Fatima Vilakazi,Female,26,Pietermaritzburg,KwaZulu-Natal
137,Nobuhle Williams,Female,67,Somerset West,Western Cape
138,Lungelo Reddy,Male,34,Mtubatuba,KwaZulu-Natal
139,Zanele Reddy,Female,51,Newcastle,KwaZulu-Natal
140,Siyanda Brown,Male,35,Richards Bay,KwaZulu-Natal
141,Busisiwe Khumalo,Female,19,Soweto,Gauteng
142,Mandla Moore,Male,73,Newcastle,KwaZulu-Natal
143,Busisiwe Mkhize,Female,57,Midrand,Gauteng
144,Mohammed Patel,Male,53,Soweto,Gauteng
145,Lerato Khan,Female,45,Sandton,Gauteng
146,Vikram Pillay,Male,60,Vereeniging,Gauteng
147,Busisiwe Mkhize,Female,39,Randburg,Gauteng
148,Sibusiso Mahlangu,Male,24,Newcastle,KwaZulu-Natal
149,Aisha Vilakazi,Female,71,Durban,KwaZulu-Natal
150,Lungelo Singh,Male,63,Midrand,Gauteng
151,Karabo Pillay,Male,74,Beaufort West,Western Cape
152,Arjun Brown,Male,22,Ladysmith,KwaZulu-Natal
153,Lungelo Sithole,Male,49,Sandton,Gauteng
154,William Davis,Male,54,Khayelitsha,Western Cape
155,Grace Khumalo,Female,70,Mossel Bay,Western Cape
156,Maryam Pillay,Female,63,Chatsworth,KwaZulu-Natal
157,David Davis,Male,54,Boksburg,Gauteng
158,Thabo Ngcobo,Male,21,Empangeni,KwaZulu-Natal
159,Olivia Johnson,Female,18,Phoenix,KwaZulu-Natal
160,Kabelo Mthembu,Male,60,Johannesburg,Gauteng
161,Aisha Gumbi,Female,24,Hermanus,Western Cape
162,Themba Govender,Male,48,Sandton,Gauteng
163,Sophia Majola,Female,71,Johannesburg,Gauteng
164,Nokukhanya Brown,Female,71,Richards Bay,KwaZulu-Natal
165,Kabelo Ngcobo,Male,50,Eshowe,KwaZulu-Natal
166,Vikram Khan,Male,63,Roodepoort,Gauteng
167,Lungelo Reddy,Male,47,Sandton,Gauteng
168,Themba Patel,Male,48,Umlazi,KwaZulu-Natal
169,Robert Jones,Male,21,Mitchells Plain,Western Cape
170,Mandla Miller,Male,48,Beaufort West,Western Cape
171,Grace Wilson,Female,22,Alberton,Gauteng
172,Yusuf Khan,Male,61,Sandton,Gauteng
173,Ayanda Smith,Female,43,Midrand,Gauteng
174,Nobuhle Buthelezi,Female,54,Springs,Gauteng
175,Nomsa Moore,Female,47,Paarl,Western Cape
176,Mandla Ntuli,Male,21,Mtubatuba,KwaZulu-Natal
177,Sipho Brown,Male,60,Vereeniging,Gauteng
178,Lindiwe Shabalala,Female,50,Khayelitsha,Western Cape
179,Ntombi Mnguni,Female,18,Pretoria,Gauteng
180,Vikram Wilson,Male,31,Beaufort West,Western Cape
181,Yusuf Davis,Male,32,Hermanus,Western Cape
182,Mpho Cele,Male,37,Boksburg,Gauteng
183,Lungelo Kunene,Male,49,Worcester,Western Cape
184,Nandi Mahlangu,Female,46,Germiston,Gauteng
185,Fatima Wilson,Female,20,Newcastle,KwaZulu-Natal
186,Zainab Singh,Female,58,Ladysmith,KwaZulu-Natal
187,Ravi Johnson,Male,71,Roodepoort,Gauteng
188,Sibongile Davis,Female,43,Bellville,Western Cape
189,Siyanda Ndlovu,Male,24,Boksburg,Gauteng
190,Nandi Davis,Female,18,Johannesburg,Gauteng
191,Sandile Pillay,Male,31,Springs,Gauteng
192,Arjun Khan,Male,57,Krugersdorp,Gauteng
193,Vikram Dlamini,Male,42,Mossel Bay,Western Cape
194,Kabelo Gumbi,Male,42,Hermanus,Western Cape
195,Emily Shabalala,Female,64,Beaufort West,Western Cape
196,Nkosi Zulu,Male,74,Mossel Bay,Western Cape
197,Mandla Masondo,Male,61,Knysna,Western Cape
198,Khanyisile Taylor,Female,56,Mitchells Plain,Western Cape
199,Ahmed Taylor,Male,54,Beaufort West,Western Cape
200,Thabo Naidoo,Male,18,Knysna,Western Cape
201,Sophia Shabalala,Female,41,Alberton,Gauteng
202,Tshepo Zwane,Male,36,Midrand,Gauteng
203,Sibusiso Sithole,Male,32,Oudtshoorn,Western Cape
204,Tshepo Mokoena,Male,43,Springs,Gauteng
205,Zanele Gumbi,Female,69,Boksburg,Gauteng
206,Sandile Jones,Male,37,Mitchells Plain,Western Cape
207,Priya Ndlovu,Female,33,Paarl,Western Cape
208,Aisha Mokoena,Female,35,Boksburg,Gauteng
209,Tebogo Brown,Male,38,Cape Town,Western Cape
210,Bongani Taylor,Male,31,Port Shepstone,KwaZulu-Natal
211,Palesa Smith,Female,58,Beaufort West,Western Cape
212,Khanyisile Brown,Female,63,Richards Bay,KwaZulu-Natal
213,Daniel Singh,Male,29,Empangeni,KwaZulu-Natal
214,Tshepo Reddy,Male,28,Pretoria,Gauteng
215,Fatima Mthembu,Female,59,Stanger,KwaZulu-Natal
216,Nobuhle Ndlovu,Female,65,Pretoria,Gauteng
217,Jennifer Pillay,Female,21,Port Shepstone,KwaZulu-Natal
218,Thabo Naidoo,Male,28,Worcester,Western Cape
219,Ayanda Smith,Female,34,Boksburg,Gauteng
220,Mandla Nkosi,Male,66,Stellenbosch,Western Cape
221,Olivia Moore,Female,30,Empangeni,KwaZulu-Natal
222,Khanyisile Jones,Female,63,Vereeniging,Gauteng
223,Tebogo Buthelezi,Male,59,Somerset West,Western Cape
224,Anisha Mokoena,Female,21,Soweto,Gauteng
225,Fatima Kunene,Female,59,Tongaat,KwaZulu-Natal
226,Jennifer Mnguni,Female,60,Port Shepstone,KwaZulu-Natal
227,Tebogo Molefe,Male,71,Empangeni,KwaZulu-Natal
228,James Khan,Male,39,Mtubatuba,KwaZulu-Natal
229,John Jones,Male,51,Roodepoort,Gauteng
230,William Wilson,Male,36,Germiston,Gauteng
231,Aisha Zulu,Female,62,Johannesburg,Gauteng
232,Samuel Ndlovu,Male,18,Boksburg,Gauteng
233,Samuel Jones,Male,51,Benoni,Gauteng
234,David Jones,Male,54,Germiston,Gauteng
235,Sharon Wilson,Female,41,Benoni,Gauteng
236,Michael Patel,Male,45,Phoenix,KwaZulu-Natal
237,Sipho Shabalala,Male,44,Vredenburg,Western Cape
238,Sibusiso Taylor,Male,36,Midrand,Gauteng
239,Nandi Nkosi,Female,68,Khayelitsha,Western Cape
240,Nokukhanya Dlamini,Female,74,Stanger,KwaZulu-Natal
241,Themba Patel,Male,42,Mitchells Plain,Western Cape
242,John Jones,Male,19,Worcester,Western Cape
243,Siyanda Dlamini,Male,24,Eshowe,KwaZulu-Natal
244,Sipho Pillay,Male,55,Pietermaritzburg,KwaZulu-Natal
245,Lindiwe Johnson,Female,67,Paarl,Western Cape
246,Hannah Pillay,Female,30,Alberton,Gauteng
247,Hannah Govender,Female,45,Oudtshoorn,Western Cape
248,Mandla Sithole,Male,56,Mossel Bay,Western Cape
249,Tebogo Johnson,Male,29,Richards Bay,KwaZulu-Natal
250,Tshepo Williams,Male,32,Beaufort West,Western Cape
251,Robert Smith,Male,71,Germiston,Gauteng
252,Thabo Naidoo,Male,21,Worcester,Western Cape
253,James Pillay,Male,65,Springs,Gauteng
254,Sharon Johnson,Female,63,Chatsworth,KwaZulu-Natal
255,Ayanda Dlamini,Female,56,Stellenbosch,Western Cape
256,Hannah Khumalo,Female,74,Paarl,Western Cape
257,Arjun Shabalala,Male,66,Soweto,Gauteng
258,Mandla Mokoena,Male,48,Eshowe,KwaZulu-Natal
259,Sibusiso Moore,Male,37,Vereeniging,Gauteng
260,Michael Wilson,Male,70,Stellenbosch,Western Cape
261,Amanda Zwane,Female,46,Phoenix,KwaZulu-Natal
262,Bongiwe Masondo,Female,67,Roodepoort,Gauteng
263,Sibongile Shabalala,Female,37,Roodepoort,Gauteng
264,Lindiwe Ngcobo,Female,63,Somerset West,Western Cape
265,Hannah Mthembu,Female,50,Centurion,Gauteng
266,Olivia Naidoo,Female,51,Somerset West,Western Cape
267,Nomsa Ndlovu,Female,74,Stellenbosch,Western Cape
268,Sophia Ngcobo,Female,72,Centurion,Gauteng
269,Mpho Moore,Male,58,Newcastle,KwaZulu-Natal
270,Aisha Naidoo,Female,53,Centurion,Gauteng
271,Ayanda Taylor,Female,34,Midrand,Gauteng
272,Mpho Gumbi,Male,61,George,Western Cape
273,Nokukhanya Johnson,Female,25,Roodepoort,Gauteng
274,Arjun Ngcobo,Male,48,Somerset West,Western Cape
275,Ahmed Vilakazi,Male,31,Soweto,Gauteng
276,Michael Zwane,Male,24,Springs,Gauteng
277,Lindiwe Johnson,Female,48,Tongaat,KwaZulu-Natal
278,Maryam Ndlovu,Female,35,Vredenburg,Western Cape
279,Sibongile Taylor,Female,32,Bellville,Western Cape
280,Zainab Davis,Female,65,Germiston,Gauteng
281,Ravi Zulu,Male,72,Springs,Gauteng
282,Thabo Zwane,Male,31,Vredenburg,Western Cape
283,William Majola,Male,54,Stellenbosch,Western Cape
284,Sandile Cele,Male,42,Vereeniging,Gauteng
285,Jennifer Jones,Female,35,Mtubatuba,KwaZulu-Natal
286,Sipho Mkhize,Male,75,Chatsworth,KwaZulu-Natal
287,Khanyisile Masondo,Female,52,Alberton,Gauteng
288,Nokukhanya Moore,Female,54,Richards Bay,KwaZulu-Natal
289,Nokukhanya Reddy,Female,19,Vredenburg,Western Cape
290,Karabo Mahlangu,Male,68,Beaufort West,Western Cape
291,Tebogo Taylor,Male,68,Oudtshoorn,Western Cape
292,Aisha Kunene,Female,29,Centurion,Gauteng
293,Ntombi Smith,Female,59,Midrand,Gauteng
294,Maryam Molefe,Female,37,Springs,Gauteng
295,Khanyisile Cele,Female,27,Ladysmith,KwaZulu-Natal
296,Ntombi Mkhize,Female,46,Mitchells Plain,Western Cape
297,Mohammed Dlamini,Male,64,Krugersdorp,Gauteng
298,Jennifer Buthelezi,Female,23,Springs,Gauteng
299,Lesedi Majola,Male,52,Soweto,Gauteng
300,Fatima Wilson,Female,18,Empangeni,KwaZulu-Natal
301,Khanyisile Vilakazi,Female,56,Worcester,Western Cape
302,Sipho Wilson,Male,60,Krugersdorp,Gauteng
303,Bongani Gumbi,Male,42,Benoni,Gauteng
304,Zanele Molefe,Female,50,Johannesburg,Gauteng
305,David Mkhize,Male,62,Umlazi,KwaZulu-Natal
306,Nandi Ngcobo,Female,71,Randburg,Gauteng
307,Kabelo Dlamini,Male,32,Vereeniging,Gauteng
308,Mandla Govender,Male,60,Cape Town,Western Cape
309,Daniel Buthelezi,Male,64,Stanger,KwaZulu-Natal
310,Bongiwe Shabalala,Female,75,Pinetown,KwaZulu-Natal
311,Lesedi Moore,Male,41,Stellenbosch,Western Cape
312,Michael Nkosi,Male,25,Paarl,Western Cape
313,Ahmed Ndlovu,Male,30,Boksburg,Gauteng
314,Lesedi Vilakazi,Male,38,Mtubatuba,KwaZulu-Natal
315,Michael Kunene,Male,74,Durban,KwaZulu-Natal
316,Nokukhanya Mnguni,Female,23,Vredenburg,Western Cape
317,Sibusiso Zwane,Male,61,Johannesburg,Gauteng
318,Maryam Khumalo,Female,71,Stellenbosch,Western Cape
319,Grace Mkhize,Female,42,Bellville,Western Cape
320,Ayanda Ntuli,Female,55,Centurion,Gauteng
321,Vikram Singh,Male,27,Stanger,KwaZulu-Natal
322,Tebogo Molefe,Male,22,Krugersdorp,Gauteng
323,Khanyisile Jones,Female,42,Newcastle,KwaZulu-Natal
324,Lungelo Cele,Male,39,Chatsworth,KwaZulu-Natal
325,Tshepo Sithole,Male,29,Port Shepstone,KwaZulu-Natal
326,Khanyisile Davis,Female,56,Pietermaritzburg,KwaZulu-Natal
327,Busisiwe Mahlangu,Female,21,Pretoria,Gauteng
328,Nobuhle Singh,Female,55,Midrand,Gauteng
329,Bongiwe Khan,Female,72,Johannesburg,Gauteng
330,Aisha Khumalo,Female,20,Richards Bay,KwaZulu-Natal
331,James Mokoena,Male,61,Boksburg,Gauteng
332,Nobuhle Majola,Female,42,Mitchells Plain,Western Cape
333,James Williams,Male,29,Benoni,Gauteng
334,Priya Pillay,Female,56,Vredenburg,Western Cape
335,Ayanda Ntuli,Female,72,Midrand,Gauteng
336,Lungelo Mnguni,Male,39,Hermanus,Western Cape
337,Busisiwe Mthembu,Female,61,Beaufort West,Western Cape
338,Zanele Singh,Female,51,Newcastle,KwaZulu-Natal
339,Emma Pillay,Female,40,Tongaat,KwaZulu-Natal
340,Hannah Kunene,Female,57,Somerset West,Western Cape
341,Lesedi Wilson,Male,40,Chatsworth,KwaZulu-Natal
342,Nomsa Zulu,Female,58,Stellenbosch,Western Cape
343,Aisha Smith,Female,28,Krugersdorp,Gauteng
344,Hannah Gumbi,Female,46,Centurion,Gauteng
345,Zanele Sithole,Female,62,Bellville,Western Cape
346,Zainab Pillay,Female,52,Newcastle,KwaZulu-Natal
347,Mohammed Patel,Male,30,Johannesburg,Gauteng
348,Zanele Kunene,Female,60,Mtubatuba,KwaZulu-Natal
349,Sandile Taylor,Male,48,Germiston,Gauteng
350,Siyanda Pillay,Male,56,Worcester,Western Cape
351,Nandi Sithole,Female,41,Boksburg,Gauteng
352,David Wilson,Male,50,Vereeniging,Gauteng
353,Sipho Mkhize,Male,40,Johannesburg,Gauteng
354,Nokukhanya Johnson,Female,72,Chatsworth,KwaZulu-Natal
355,Fatima Sithole,Female,47,Randburg,Gauteng
356,Sandile Ndlovu,Male,50,Vereeniging,Gauteng
357,Lindiwe Mnguni,Female,66,Sandton,Gauteng
358,Kabelo Moore,Male,30,Mossel Bay,Western Cape
359,Daniel Masondo,Male,68,Empangeni,KwaZulu-Natal
360,Tshepo Pillay,Male,61,Pietermaritzburg,KwaZulu-Natal
361,Sibusiso Zwane,Male,32,Pinetown,KwaZulu-Natal
362,Zainab Naidoo,Female,48,Chatsworth,KwaZulu-Natal
363,Bongiwe Kunene,Female,27,Pretoria,Gauteng
364,Mandla Zulu,Male,73,Beaufort West,Western Cape
365,Anisha Gumbi,Female,47,Vredenburg,Western Cape
366,Ntombi Miller,Female,40,Vereeniging,Gauteng
367,Michael Mahlangu,Male,67,Springs,Gauteng
368,James Naidoo,Male,44,Oudtshoorn,Western Cape
369,Kabelo Reddy,Male,36,Alberton,Gauteng
370,William Molefe,Male,58,Somerset West,Western Cape
371,Palesa Smith,Female,57,Ladysmith,KwaZulu-Natal
372,Daniel Shabalala,Male,31,Phoenix,KwaZulu-Natal
373,Sandile Zwane,Male,23,Oudtshoorn,Western Cape
374,Samuel Jones,Male,73,Centurion,Gauteng
375,Nandi Taylor,Female,38,Tongaat,KwaZulu-Natal
376,Bongiwe Brown,Female,30,Pietermaritzburg,KwaZulu-Natal
377,Anisha Singh,Female,19,Mitchells Plain,Western Cape
378,Vikram Miller,Male,18,Khayelitsha,Western Cape
379,Bongani Jones,Male,27,Oudtshoorn,Western Cape
380,Yusuf Sithole,Male,33,Krugersdorp,Gauteng
381,Ahmed Mokoena,Male,45,Krugersdorp,Gauteng
382,Samuel Mnguni,Male,23,Pietermaritzburg,KwaZulu-Natal
383,Mpho Nkosi,Male,35,Umlazi,KwaZulu-Natal
384,Bongiwe Zwane,Female,61,Soweto,Gauteng
385,Hannah Ngcobo,Female,18,Oudtshoorn,Western Cape
386,Samuel Nkosi,Male,32,George,Western Cape
387,David Vilakazi,Male,56,Stanger,KwaZulu-Natal
388,Sipho Zwane,Male,45,Roodepoort,Gauteng
389,Kabelo Singh,Male,64,Paarl,Western Cape
390,Nomsa Mthembu,Female,23,Johannesburg,Gauteng
391,Emily Davis,Female,58,Germiston,Gauteng
392,Thandeka Brown,Female,48,Khayelitsha,Western Cape
393,Samuel Williams,Male,71,Centurion,Gauteng
394,Daniel Vilakazi,Male,53,Pinetown,KwaZulu-Natal
395,Sandile Naidoo,Male,45,Bellville,Western Cape
396,Sandile Mahlangu,Male,38,Centurion,Gauteng
397,Sharon Singh,Female,71,Centurion,Gauteng
398,Karabo Shabalala,Male,29,Oudtshoorn,Western Cape
399,Lungelo Sithole,Male,64,Khayelitsha,Western Cape
400,John Khan,Male,62,Johannesburg,Gauteng
401,Emily Kunene,Female,53,Benoni,Gauteng
402,Sandile Miller,Male,59,Sandton,Gauteng
403,Nobuhle Shabalala,Female,43,Stanger,KwaZulu-Natal
404,Kabelo Miller,Male,75,Benoni,Gauteng
405,James Patel,Male,67,Pinetown,KwaZulu-Natal
406,Thandeka Mnguni,Female,73,Durban,KwaZulu-Natal
407,Ntombi Johnson,Female,38,Alberton,Gauteng
408,Themba Mkhize,Male,28,Krugersdorp,Gauteng
409,Themba Pillay,Male,34,Krugersdorp,Gauteng
410,Fatima Moore,Female,41,Hermanus,Western Cape
411,Sandile Khan,Male,22,Alberton,Gauteng
412,Busisiwe Sithole,Female,69,Chatsworth,KwaZulu-Natal
413,David Patel,Male,52,Mitchells Plain,Western Cape
414,Daniel Moore,Male,63,Benoni,Gauteng
415,Sophia Shabalala,Female,53,Worcester,Western Cape
416,Jennifer Gumbi,Female,25,Beaufort West,Western Cape
417,Daniel Molefe,Male,33,Mitchells Plain,Western Cape
418,Arjun Jones,Male,27,Khayelitsha,Western Cape
419,Arjun Johnson,Male,20,Roodepoort,Gauteng
420,Ravi Mahlangu,Male,53,Mtubatuba,KwaZulu-Natal
421,Emily Williams,Female,39,Beaufort West,Western Cape
422,Themba Shabalala,Male,47,Centurion,Gauteng
423,Sophia Sithole,Female,32,Port Shepstone,KwaZulu-Natal
424,Mohammed Khan,Male,45,Port Shepstone,KwaZulu-Natal
425,Yusuf Khan,Male,45,Johannesburg,Gauteng
426,Kabelo Dlamini,Male,65,George,Western Cape
427,Nomsa Mahlangu,Female,22,Springs,Gauteng
428,Lindiwe Patel,Female,66,Beaufort West,Western Cape
429,Mandla Mkhize,Male,55,Worcester,Western Cape
430,Olivia Govender,Female,62,Oudtshoorn,Western Cape
431,Mohammed Dlamini,Male,35,Springs,Gauteng
432,Ravi Brown,Male,56,Sandton,Gauteng
433,Emma Ngcobo,Female,40,Vredenburg,Western Cape
434,James Kunene,Male,72,George,Western Cape
435,Aisha Zulu,Female,42,Stellenbosch,Western Cape
436,Mohammed Ntuli,Male,48,Vredenburg,Western Cape
437,Siyanda Mthembu,Male,32,Cape Town,Western Cape
438,Sophia Ngcobo,Female,51,Sandton,Gauteng
439,Karabo Naidoo,Male,50,Mtubatuba,KwaZulu-Natal
440,Sibongile Buthelezi,Female,61,Eshowe,KwaZulu-Natal
441,Arjun Mkhize,Male,26,Mtubatuba,KwaZulu-Natal
442,Fatima Davis,Female,41,Pinetown,KwaZulu-Natal
443,Emma Johnson,Female,37,Boksburg,Gauteng
444,Ravi Khan,Male,46,Alberton,Gauteng
445,Emily Majola,Female,36,Soweto,Gauteng
446,Lindiwe Brown,Female,64,Paarl,Western Cape
447,Mandla Mnguni,Male,37,Eshowe,KwaZulu-Natal
448,Ayanda Mkhize,Female,58,Centurion,Gauteng
449,Arjun Zulu,Male,57,Bellville,Western Cape
450,Lesedi Singh,Male,48,Alberton,Gauteng
451,Siyanda Zulu,Male,73,Roodepoort,Gauteng
452,Sharon Molefe,Female,38,Beaufort West,Western Cape
453,Khanyisile Cele,Female,26,Paarl,Western Cape
454,Nkosi Khan,Male,69,Benoni,Gauteng
455,Tebogo Reddy,Male,55,Boksburg,Gauteng
456,Grace Davis,Female,72,Newcastle,KwaZulu-Natal
457,Karabo Reddy,Male,27,Germiston,Gauteng
458,Nkosi Wilson,Male,31,Germiston,Gauteng
459,Samuel Sithole,Male,18,Midrand,Gauteng
460,Sandile Masondo,Male,64,Eshowe,KwaZulu-Natal
461,Sibongile Khumalo,Female,68,Springs,Gauteng
462,Zainab Khan,Female,64,Oudtshoorn,Western Cape
463,Themba Khumalo,Male,60,George,Western Cape
464,James Kunene,Male,26,Somerset West,Western Cape
465,Ayanda Moore,Female,74,George,Western Cape
466,Ntombi Mkhize,Female,68,Soweto,Gauteng
467,Themba Moore,Male,75,Germiston,Gauteng
468,Mandla Vilakazi,Male,19,Paarl,Western Cape
469,Ntombi Khan,Female,25,Beaufort West,Western Cape
