81,Zainab Jones,Female,23,Silver,UK
82,Lindiwe Singh,Female,36,Standard,UK
83,Thabo Govender,Male,23,Silver,South Africa
84,Charlotte Williams,Female,39,Standard,USA
85,Lerato Pillay,Female,31,Standard,UAE
86,John Miller,Male,52,Silver,UK
87,Anisha Johnson,Female,63,Silver,UAE
88,Kabelo Davis,Male,47,Standard,South Africa
89,Nomsa Davies,Female,59,Standard,USA
90,Lerato Mthembu,Female,40,Standard,UK
91,Sophia Walker,Female,65,Silver,South Africa
92,Lauren Mthembu,Female,20,Standard,UAE
93,Emma Govender,Female,59,Standard,UAE
94,Zainab Naidoo,Female,26,Standard,UK
95,Marcus Singh,Male,47,Standard,UK
96,Aisha Khumalo,Female,65,Silver,South Africa
97,Maryam Hughes,Female,33,Silver,South Africa
98,Lerato Naidoo,Female,40,Standard,South Africa
99,Hassan Roberts,Male,39,Silver,South Africa
100,Lindiwe Al-Rashid,Female,63,Silver,USA
101,Zainab Lewis,Female,41,Standard,UAE
102,Lindiwe Davies,Female,38,Standard,UAE
103,Omar Thompson,Male,26,Standard,South Africa
104,Yusuf Khan,Male,29,Standard,UK
105,Olivia Evans,Female,41,Standard,South Africa
106,Tebogo Evans,Male,22,Silver,USA
107,Neha Roberts,Female,43,Gold,UAE
108,Thomas Walker,Male,64,Platinum,South Africa
109,Liam Brown,Male,23,Standard,UK
110,Khalid Mthembu,Male,44,Standard,South Africa
111,Noah Mthembu,Male,37,Gold,South Africa
112,Logan Hughes,Male,35,Silver,South Africa
113,Hassan Mkhize,Male,49,Standard,South Africa
114,Ayanda Hughes,Female,62,Silver,South Africa
115,Brianna Govender,Female,30,Standard,South Africa
116,Jennifer Khumalo,Female,33,Standard,USA
117,Brianna Naidoo,Female,29,Standard,South Africa
118,Tebogo Davis,Male,50,Standard,South Africa
119,Lauren Ndlovu,Female,33,Standard,UK
120,Thabo Ntuli,Male,65,Silver,South Africa
121,Thandeka Walker,Female,48,Platinum,USA
122,Neha Brown,Female,40,Platinum,South Africa
123,Alexis Nkosi,Female,38,Standard,South Africa
124,Thomas Johnson,Male,59,Platinum,UAE
125,Sipho Patel,Male,53,Gold,UAE
126,Neha Nkosi,Female,40,Gold,UAE
127,William Walker,Male,41,Silver,UK
128,Victoria Pillay,Female,64,Silver,South Africa
129,Jennifer Jones,Female,21,Gold,UAE
130,Yusuf Davies,Male,28,Silver,USA
131,Daniel Ntuli,Male,62,Standard,UAE
132,John Govender,Male,61,Standard,UK
133,Hannah Khumalo,Female,20,Gold,South Africa
134,Omar Davis,Male,43,Silver,UAE
135,Sophia Jones,Female,50,Silver,USA
136,Khalid Govender,Male,22,Standard,UK
137,Samantha Clarke,Female,22,Silver,South Africa
138,Ayanda Davies,Female,53,Standard,UK
139,Thandeka Ntuli,Female,63,Gold,USA
140,Neha Williams,Female,64,Standard,USA
141,Jayden Brown,Male,62,Standard,South Africa
142,Lauren Walker,Female,53,Gold,South Africa
143,Mohammed Smith,Male,62,Gold,UK
144,Divya Zulu,Female,28,Silver,South Africa
145,Logan Smith,Male,21,Silver,South Africa
146,James Khumalo,Male,49,Standard,South Africa
147,Zanele Khan,Female,59,Silver,UAE
148,James Patel,Male,34,Gold,UK
149,Ravi Brown,Male,41,Standard,South Africa
150,Liam Zulu,Male,49,Standard,USA
151,Sophia Davies,Female,46,Standard,USA
152,Lerato Govender,Female,53,Standard,UAE
153,Mohammed Hughes,Male,54,Standard,USA
154,Emily Pillay,Female,37,Standard,USA
155,Sipho Walker,Male,43,Silver,UAE
156,Omar Ntuli,Male,33,Silver,South Africa
157,Nkosi Patel,Male,50,Gold,USA
158,Lindiwe Patel,Female,64,Silver,USA
159,Liam Brown,Male,37,Gold,UAE
160,Yusuf Ndlovu,Male,51,Gold,South Africa
161,Tebogo Naidoo,Male,59,Silver,UAE
162,Mpho Williams,Male,55,Platinum,UK
163,Fatima Walker,Female,34,Gold,USA
164,Lauren Hughes,Female,42,Standard,South Africa
165,Olivia Evans,Female,19,Standard,South Africa
166,Maryam Roberts,Female,57,Standard,USA
167,Logan Khan,Male,58,Platinum,UK
168,William Smith,Male,49,Standard,UAE
169,Tebogo Evans,Male,63,Silver,South Africa
170,Lindiwe Khan,Female,61,Standard,USA
171,Sandile Thompson,Male,25,Gold,UK
172,Zainab Roberts,Female,41,Standard,South Africa
173,Anisha Dlamini,Female,39,Silver,UAE
174,Zanele Patel,Female,28,Standard,USA
175,Priya Williams,Female,40,Silver,South Africa
176,Michael Hassan,Male,46,Standard,UAE
177,Michael Hassan,Male,22,Silver,South Africa
178,Hassan Mthembu,Male,47,Standard,South Africa
179,Ravi Smith,Male,28,Standard,UAE
180,Tyler Wilson,Male,32,Standard,UAE
181,Noah Zulu,Male,27,Standard,South Africa
182,Brandon Clarke,Male,32,Gold,UK
183,William Pillay,Male,43,Silver,UAE
184,Lerato Khumalo,Female,37,Standard,USA
185,Ravi Patel,Male,41,Standard,UK
186,Palesa Thompson,Female,21,Silver,UK
187,Kabelo Davis,Male,40,Standard,UAE
188,Thomas Walker,Male,39,Standard,UK
189,Lindiwe Lewis,Female,55,Platinum,South Africa
190,Priya Patel,Female,34,Silver,USA
191,Jayden Davies,Male,42,Silver,UK
192,Kayla Mkhize,Female,52,Standard,South Africa
193,Madison Dlamini,Female,21,Standard,South Africa
194,Victoria Lewis,Female,24,Standard,South Africa
195,James Wilson,Male,23,Standard,USA
196,Sipho Roberts,Male,43,Platinum,South Africa
197,William Davies,Male,65,Silver,South Africa
198,Anisha Patel,Female,37,Standard,South Africa
199,Emily Evans,Female,28,Gold,South Africa
200,Jennifer Miller,Female,51,Silver,South Africa
201,Zanele Smith,Female,37,Standard,South Africa
202,Ashley Williams,Female,62,Standard,UAE
203,Logan Hassan,Male,47,Standard,UAE
204,Maryam Nkosi,Female,56,Standard,USA
205,Zanele Govender,Female,28,Silver,UK
206,Priya Nkosi,Female,44,Silver,USA
207,Thabo Al-Rashid,Male,19,Silver,USA
208,Thandeka Dlamini,Female,50,Silver,UK
209,Khalid Evans,Male,52,Gold,UAE
210,Fatima Johnson,Female,41,Standard,UAE
211,Zainab Davis,Female,52,Standard,South Africa
212,Victoria Roberts,Female,62,Silver,UK
213,Thomas Patel,Male,51,Silver,UK
214,Alexis Jones,Female,55,Standard,South Africa
215,Vikram Thompson,Male,36,Silver,UAE
216,Zainab Evans,Female,61,Gold,UK
217,Zanele Zulu,Female,32,Standard,USA
218,Priya Roberts,Female,55,Standard,UAE
219,Olivia Evans,Female,60,Silver,UK
220,Busisiwe Evans,Female,23,Standard,South Africa
221,Marcus Roberts,Male,58,Standard,UAE
222,Zanele Williams,Female,52,Standard,USA
223,Sipho Evans,Male,59,Silver,UK
224,Hannah Hughes,Female,47,Silver,UK
225,Nkosi Mthembu,Male,62,Platinum,South Africa
226,Charlotte Brown,Female,35,Standard,USA
227,Priya Mkhize,Female,60,Standard,USA
228,Mohammed Walker,Male,35,Gold,South Africa
229,William Brown,Male,63,Standard,UAE
230,Charlotte Pillay,Female,25,Gold,USA
231,Sophia Govender,Female,29,Gold,UK
232,Noah Williams,Male,35,Gold,UK
233,Thabo Hassan,Male,26,Silver,South Africa
234,Anisha Walker,Female,64,Silver,USA
235,Kayla Jones,Female,51,Silver,UK
236,Arjun Ndlovu,Male,24,Platinum,USA
237,Noah Dlamini,Male,40,Standard,South Africa
238,Daniel Pillay,Male,56,Standard,USA
239,Mohammed Wilson,Male,60,Platinum,South Africa
240,Elijah Mkhize,Male,50,Silver,UAE
241,Grace Miller,Female,34,Silver,South Africa
242,Thabo Ndlovu,Male,58,Platinum,UK
243,Marcus Davis,Male,52,Standard,USA
244,Anisha Thompson,Female,23,Standard,South Africa
245,Anisha Thompson,Female,44,Standard,South Africa
246,Elijah Mthembu,Male,27,Standard,UK
247,Logan Nkosi,Male,45,Silver,USA
248,Maryam Wilson,Female,45,Platinum,UAE
249,Emma Davies,Female,29,Silver,South Africa
250,Tebogo Khan,Male,22,Standard,UAE
251,Jennifer Lewis,Female,56,Standard,South Africa
252,Kabelo Roberts,Male,25,Standard,USA
253,Emma Singh,Female,49,Silver,USA
254,Jayden Mthembu,Male,64,Standard,UK
255,Neha Al-Rashid,Female,20,Standard,South Africa
256,Hassan Brown,Male,53,Standard,South Africa
257,Tebogo Mkhize,Male,25,Silver,South Africa
258,Neha Khumalo,Female,51,Platinum,South Africa
259,Nomsa Ntuli,Female,50,Platinum,USA
260,Ayanda Hughes,Female,21,Silver,UK
261,Themba Miller,Male,47,Gold,South Africa
262,James Clarke,Male,60,Standard,USA
263,Samantha Naidoo,Female,44,Standard,South Africa
264,Thabo Smith,Male,20,Standard,UK
265,Busisiwe Nkosi,Female,58,Silver,South Africa
266,Thabo Khumalo,Male,28,Standard,USA
267,Fatima Ndlovu,Female,53,Standard,UK
268,Zainab Pillay,Female,44,Standard,UK
269,Mohammed Dlamini,Male,48,Standard,UK
270,Samantha Naidoo,Female,36,Standard,South Africa
271,Themba Naidoo,Male,45,Gold,USA
272,Liam Smith,Male,59,Standard,USA
273,Noah Khumalo,Male,41,Standard,South Africa
274,Vikram Patel,Male,26,Silver,South Africa
275,Tyler Govender,Male,57,Silver,UAE
276,Khalid Khan,Male,42,Standard,UK
277,Liam Jones,Male,32,Gold,UK
278,Sandile Nkosi,Male,56,Standard,South Africa
279,Nkosi Walker,Male,45,Standard,South Africa
280,Thabo Ntuli,Male,49,Gold,UAE
281,Olivia Singh,Female,21,Standard,South Africa
282,Palesa Wilson,Female,28,Silver,USA
283,Ayanda Thompson,Female,61,Standard,UAE
284,William Miller,Male,52,Silver,South Africa
285,Jayden Khan,Male,28,Standard,UK
286,Priya Singh,Female,56,Standard,UAE
287,Priya Patel,Female,37,Gold,USA
288,Vikram Clarke,Male,63,Silver,South Africa
289,Alexis Khan,Female,61,Standard,South Africa
290,Kayla Jones,Female,28,Standard,USA
291,Priya Khumalo,Female,20,Gold,South Africa
292,Hassan Hughes,Male,33,Standard,UK
293,Tebogo Mthembu,Male,37,Gold,South Africa
294,Vikram Johnson,Male,35,Silver,South Africa
295,Tebogo Walker,Male,48,Platinum,South Africa
296,Vikram Brown,Male,42,Standard,South Africa
297,Neha Johnson,Female,52,Silver,UK
298,Maryam Wilson,Female,19,Standard,UAE
299,Zainab Smith,Female,53,Silver,South Africa
300,Zanele Patel,Female,44,Standard,UAE
301,Aisha Ndlovu,Female,22,Standard,UAE
302,Hassan Nkosi,Male,26,Silver,UK
303,Thabo Govender,Male,47,Gold,USA
304,Sophia Al-Rashid,Female,22,Platinum,UK
305,Brandon Brown,Male,49,Gold,UK
306,Yusuf Roberts,Male,27,Standard,South Africa
307,William Williams,Male,43,Standard,UAE
308,Anisha Hughes,Female,36,Standard,UAE
309,Grace Nkosi,Female,28,Gold,UK
310,Robert Mkhize,Male,62,Standard,South Africa
311,Victoria Davis,Female,52,Standard,UK
312,Vikram Evans,Male,48,Standard,USA
313,Emma Ndlovu,Female,33,Silver,UAE
314,Vikram Jones,Male,25,Silver,South Africa
315,Divya Davies,Female,37,Silver,South Africa
316,Jayden Nkosi,Male,49,Standard,South Africa
317,Zainab Roberts,Female,30,Gold,South Africa
318,Neha Clarke,Female,23,Silver,South Africa
319,Charlotte Dlamini,Female,41,Standard,UAE
320,Maryam Davis,Female,60,Standard,South Africa
321,Maryam Pillay,Female,63,Standard,UK
322,Robert Walker,Male,21,Standard,UAE
323,Olivia Pillay,Female,55,Silver,South Africa
324,Ashley Singh,Female,51,Silver,UAE
325,Brianna Govender,Female,61,Gold,UK
326,Arjun Ntuli,Male,55,Gold,UK
327,Hassan Roberts,Male,52,Standard,UAE
328,Daniel Dlamini,Male,36,Gold,UAE
329,Busisiwe Evans,Female,48,Silver,South Africa
330,Ravi Pillay,Male,59,Standard,South Africa
331,Brianna Jones,Female,52,Standard,South Africa
332,Robert Khan,Male,54,Standard,South Africa
333,William Nkosi,Male,29,Standard,UK
334,Arjun Khumalo,Male,29,Silver,UK
335,Noah Williams,Male,19,Platinum,UAE
336,Thomas Mthembu,Male,35,Standard,UK
337,Kabelo Evans,Male,44,Standard,UK
338,Emily Pillay,Female,42,Platinum,UAE
339,Logan Nkosi,Male,57,Silver,UK
340,Brianna Naidoo,Female,42,Standard,USA
341,Hannah Khan,Female,32,Gold,UK
342,Emily Zulu,Female,40,Silver,UK
343,Themba Wilson,Male,21,Standard,South Africa
344,Lindiwe Patel,Female,19,Platinum,South Africa
345,Divya Lewis,Female,64,Standard,UAE
346,Anisha Johnson,Female,31,Silver,UAE
347,Robert Davies,Male,48,Standard,South Africa
348,John Mthembu,Male,37,Standard,South Africa
349,Hannah Singh,Female,50,Standard,South Africa
350,Charlotte Govender,Female,18,Silver,South Africa
351,Grace Hassan,Female,22,Standard,USA
352,Busisiwe Clarke,Female,31,Standard,UK
353,Priya Smith,Female,20,Silver,UK
354,Anisha Ndlovu,Female,25,Gold,South Africa
355,Jennifer Thompson,Female,23,Standard,South Africa
356,Samantha Ntuli,Female,31,Gold,USA
357,Robert Williams,Male,53,Standard,South Africa
358,Busisiwe Patel,Female,45,Standard,South Africa
359,Sandile Dlamini,Male,45,Standard,South Africa
360,Victoria Mkhize,Female,26,Silver,South Africa
361,Zainab Dlamini,Female,43,Standard,USA
362,Daniel Hassan,Male,62,Gold,USA
363,Victoria Khumalo,Female,49,Standard,South Africa
364,Aisha Williams,Female,40,Silver,South Africa
365,Tyler Naidoo,Male,52,Gold,USA
366,Maryam Singh,Female,57,Standard,UK
367,Olivia Nkosi,Female,39,Silver,UK
368,Vikram Clarke,Male,50,Standard,UK
369,Thabo Williams,Male,50,Standard,South Africa
370,Mpho Roberts,Male,19,Platinum,USA
371,Emma Ntuli,Female,42,Standard,USA
372,Lauren Al-Rashid,Female,42,Silver,UAE
373,Daniel Al-Rashid,Male,47,Platinum,South Africa
374,Neha Govender,Female,43,Platinum,UK
375,Divya Lewis,Female,25,Gold,UAE
376,Zanele Khan,Female,21,Silver,South Africa
377,Jennifer Roberts,Female,30,Platinum,South Africa
378,Robert Ndlovu,Male,40,Standard,UK
379,Priya Mthembu,Female,35,Standard,South Africa
380,Vikram Evans,Male,51,Platinum,South Africa
381,Emily Patel,Female,19,Platinum,USA
382,Yusuf Johnson,Male,58,Platinum,USA
383,Aisha Al-Rashid,Female,37,Standard,South Africa
384,Nomsa Nkosi,Female,31,Standard,South Africa
385,Emma Ndlovu,Female,32,Gold,South Africa
386,Omar Miller,Male,64,Standard,UK
387,Lindiwe Pillay,Female,62,Silver,USA
388,Grace Johnson,Female,49,Standard,USA
389,Thabo Ndlovu,Male,51,Standard,South Africa
390,Brandon Hassan,Male,36,Standard,UAE
391,Emily Mkhize,Female,32,Platinum,USA
392,Robert Thompson,Male,19,Standard,South Africa
393,Omar Davies,Male,38,Standard,UK
394,Alexis Pillay,Female,32,Platinum,UAE
395,Ravi Khan,Male,57,Standard,UK
396,Liam Khan,Male,48,Standard,South Africa
397,John Smith,Male,46,Gold,USA
398,John Al-Rashid,Male,52,Silver,UK
399,Thomas Naidoo,Male,39,Gold,UAE
400,Noah Mthembu,Male,32,Standard,UAE
401,Charlotte Zulu,Female,55,Standard,South Africa
402,Alexis Naidoo,Female,45,Silver,USA
403,Nkosi Lewis,Male,18,Standard,UAE
404,Lerato Miller,Female,56,Gold,UK
405,Omar Nkosi,Male,50,Silver,UK
406,Charlotte Dlamini,Female,36,Silver,UK
407,Sophia Al-Rashid,Female,29,Standard,South Africa
408,Charlotte Roberts,Female,43,Silver,South Africa
409,Sipho Khumalo,Male,37,Silver,USA
410,Kabelo Ntuli,Male,53,Gold,UAE
411,Anisha Singh,Female,47,Standard,South Africa
412,Elijah Lewis,Male,65,Silver,South Africa
413,Emma Pillay,Female,23,Standard,UAE
414,Daniel Mkhize,Male,33,Gold,South Africa
415,Jennifer Davis,Female,24,Gold,USA
416,Ayanda Singh,Female,31,Standard,South Africa
417,Sandile Hughes,Male,49,Standard,UAE
418,Neha Zulu,Female,41,Gold,South Africa
419,Charlotte Khumalo,Female,65,Standard,UK
420,Tebogo Al-Rashid,Male,57,Silver,South Africa
421,Themba Williams,Male,56,Silver,South Africa
422,Alexis Thompson,Female,34,Standard,USA
423,Sipho Pillay,Male,42,Silver,UAE
424,John Hassan,Male,54,Silver,South Africa
425,Zainab Nkosi,Female,51,Standard,South Africa
426,Yusuf Brown,Male,26,Silver,UK
427,Robert Nkosi,Male,49,Silver,South Africa
428,Liam Johnson,Male,20,Standard,UAE
429,Divya Johnson,Female,42,Gold,South Africa
430,Tebogo Jones,Male,56,Standard,UAE
431,Jayden Williams,Male,36,Silver,UK
432,Nomsa Singh,Female,35,Standard,South Africa
433,Priya Hassan,Female,45,Silver,USA
434,Nomsa Davies,Female,64,Standard,South Africa
435,Vikram Govender,Male,50,Standard,UK
436,Charlotte Mkhize,Female,63,Standard,UK
437,Logan Jones,Male,31,Standard,South Africa
438,James Dlamini,Male,42,Gold,UAE
439,Aisha Al-Rashid,Female,44,Standard,South Africa
440,Lauren Clarke,Female,43,Silver,UK
441,Priya Mthembu,Female,64,Standard,South Africa
442,Samantha Dlamini,Female,64,Standard,UAE
443,Ravi Evans,Male,25,Gold,South Africa
444,James Clarke,Male,65,Standard,South Africa
445,Noah Smith,Male,42,Silver,South Africa
446,Khalid Walker,Male,39,Silver,UK
447,Ashley Mthembu,Female,64,Standard,USA
448,Hassan Nkosi,Male,19,Silver,USA
449,Hassan Brown,Male,19,Standard,South Africa
450,Maryam Ntuli,Female,52,Gold,USA
451,Zainab Ndlovu,Female,53,Platinum,South Africa
452,Fatima Dlamini,Female,55,Platinum,South Africa
453,Ravi Mthembu,Male,24,Standard,South Africa
454,James Mkhize,Male,46,Standard,USA
455,Yusuf Khumalo,Male,51,Standard,South Africa
456,Sipho Roberts,Male,63,Standard,South Africa
457,Mpho Dlamini,Male,33,Silver,South Africa
458,Sophia Johnson,Female,38,Standard,USA
459,Divya Jones,Female,20,Silver,South Africa
460,Brandon Wilson,Male,60,Standard,South Africa
461,Mpho Singh,Male,37,Standard,UK
462,Anisha Davies,Female,65,Silver,South Africa
463,Omar Nkosi,Male,56,Standard,UAE
464,Olivia Jones,Female,20,Silver,UAE
465,Ashley Clarke,Female,64,Standard,South Africa
466,Maryam Khumalo,Female,52,Silver,South Africa
467,Nomsa Thompson,Female,40,Gold,South Africa
468,Zainab Clarke,Female,41,Silver,USA
469,Michael Lewis,Male,30,Standard,South Africa
470,Vikram Al-Rashid,Male,53,Silver,South Africa
471,Grace Miller,Female,65,Standard,UK
472,Fatima Clarke,Female,34,Standard,UK
473,Nkosi Khumalo,Male,18,Silver,South Africa
474,Madison Williams,Female,44,Standard,South Africa
475,Hannah Pillay,Female,19,Standard,South Africa
476,Samantha Naidoo,Female,38,Standard,South Africa
477,Daniel Jones,Male,57,Silver,South Africa
478,Fatima Johnson,Female,19,Standard,South Africa
479,Noah Davis,Male,23,Standard,UAE
480,Mohammed Smith,Male,54,Standard,South Africa
481,Maryam Davis,Female,37,Standard,UK
482,Arjun Jones,Male,36,Silver,UAE
483,Emma Zulu,Female,42,Standard,South Africa
484,Alexis Walker,Female,32,Silver,UK
485,Thabo Williams,Male,47,Standard,UK
486,Hannah Davies,Female,27,Standard,South Africa
487,John Khumalo,Male,65,Silver,South Africa
488,Busisiwe Walker,Female,18,Platinum,South Africa
489,Ayanda Hassan,Female,51,Standard,UAE
490,Emma Naidoo,Female,65,Platinum,USA
491,David Jones,Male,27,Standard,UK
492,Elijah Naidoo,Male,49,Standard,USA
493,Vikram Williams,Male,51,Silver,UK
494,Thandeka Khan,Female,19,Standard,USA
495,Emily Mkhize,Female,30,Silver,South Africa
496,Michael Govender,Male,21,Standard,USA
497,Sandile Wilson,Male,25,Silver,South Africa
498,Brandon Jones,Male,61,Gold,South Africa
499,Ravi Williams,Male,39,Silver,South Africa
500,Zanele Hughes,Female,30,Platinum,UAE
501,Arjun Walker,Male,29,Standard,South Africa
502,Lauren Roberts,Female,29,Standard,South Africa
503,Victoria Clarke,Female,46,Standard,South Africa
504,Emily Khumalo,Female,43,Platinum,UAE
505,Elijah Brown,Male,24,Gold,South Africa
506,Marcus Zulu,Male,53,Gold,USA
507,Brianna Davies,Female,49,Gold,South Africa
508,Kayla Patel,Female,28,Standard,USA
509,Liam Brown,Male,25,Silver,USA
510,Tyler Zulu,Male,22,Standard,UK
511,Kayla Evans,Female,30,Standard,South Africa
512,Emily Walker,Female,30,Platinum,South Africa
513,William Singh,Male,49,Platinum,South Africa
514,Ravi Khumalo,Male,37,Silver,South Africa
515,Neha Davis,Female,65,Standard,USA
516,Thabo Al-Rashid,Male,59,Gold,UK
517,Mohammed Lewis,Male,22,Standard,UAE
518,Marcus Dlamini,Male,58,Standard,UK
519,Thabo Davies,Male,57,Standard,South Africa
520,Alexis Mthembu,Female,31,Silver,UAE
521,Hassan Wilson,Male,43,Standard,South Africa
522,Tebogo Singh,Male,20,Standard,South Africa
523,Thabo Jones,Male,65,Standard,UK
524,Charlotte Ntuli,Female,52,Silver,South Africa
525,Logan Jones,Male,59,Platinum,UK
526,Vikram Pillay,Male,18,Standard,UK
527,Divya Walker,Female,58,Standard,UAE
528,David Miller,Male,63,Gold,South Africa
529,Hannah Smith,Female,61,Standard,USA
530,Noah Smith,Male,39,Silver,South Africa
531,Alexis Mkhize,Female,23,Platinum,UAE
532,Neha Mthembu,Female,49,Standard,South Africa
533,David Hassan,Male,49,Silver,South Africa
534,Charlotte Mkhize,Female,40,Standard,UAE
535,John Pillay,Male,18,Standard,South Africa
536,Jennifer Zulu,Female,34,Standard,South Africa
537,Zanele Davies,Female,22,Standard,USA
538,Yusuf Dlamini,Male,36,Gold,South Africa
539,David Brown,Male,58,Standard,UAE
540,Nkosi Wilson,Male,43,Gold,South Africa
541,Thandeka Hughes,Female,27,Platinum,USA
542,Busisiwe Thompson,Female,20,Standard,South Africa
543,Madison Smith,Female,50,Gold,South Africa
544,Grace Singh,Female,52,Gold,UK
545,Brianna Mthembu,Female,32,Gold,South Africa
546,Charlotte Jones,Female,52,Silver,South Africa
547,Divya Smith,Female,37,Silver,South Africa
548,Yusuf Thompson,Male,56,Standard,USA
549,Zainab Singh,Female,24,Standard,UAE
550,Elijah Ntuli,Male,35,Silver,USA
551,Jennifer Nkosi,Female,24,Standard,UK
552,Samantha Al-Rashid,Female,47,Standard,USA
553,Divya Ntuli,Female,32,Standard,South Africa
554,Elijah Evans,Male,37,Standard,UAE
555,Nomsa Davies,Female,63,Standard,South Africa
556,Noah Walker,Male,57,Silver,South Africa
557,Brianna Davis,Female,23,Standard,USA
558,Lindiwe Brown,Female,50,Standard,South Africa
559,Elijah Patel,Male,60,Silver,UAE
560,Mpho Davies,Male,39,Silver,UAE
561,Victoria Ndlovu,Female,45,Silver,UK
562,Neha Khan,Female,40,Silver,South Africa
563,Anisha Hughes,Female,41,Silver,UAE
564,Neha Hughes,Female,31,Standard,South Africa
565,Fatima Smith,Female,59,Gold,South Africa
566,Yusuf Patel,Male,25,Standard,UAE
567,Zainab Evans,Female,29,Standard,UK
568,Divya Clarke,Female,51,Standard,UAE
569,Kabelo Roberts,Male,20,Gold,South Africa
570,Busisiwe Davis,Female,47,Standard,UAE
571,John Dlamini,Male,53,Standard,South Africa
572,Elijah Nkosi,Male,30,Silver,South Africa
573,Ashley Clarke,Female,21,Gold,South Africa
574,Zanele Al-Rashid,Female,54,Silver,South Africa
575,Alexis Clarke,Female,22,Gold,South Africa
576,James Govender,Male,27,Gold,UAE
577,James Al-Rashid,Male,56,Standard,South Africa
578,Victoria Hassan,Female,23,Gold,USA
579,Ravi Zulu,Male,47,Platinum,USA
580,Jayden Pillay,Male,63,Silver,South Africa
581,Ashley Roberts,Female,61,Silver,South Africa
582,Michael Walker,Male,23,Standard,UK
583,Brandon Jones,Male,40,Silver,South Africa
584,Emma Dlamini,Female,34,Platinum,UK
585,Khalid Dlamini,Male,41,Silver,UK
